,CXOGBS,GBS_NAME,X_RAJ2000,e_RAJ2000,X_DEJ2000,e_DEJ2000,X_COUNTS,ObsID,OAxis,Ndet,X_ERR_R,HR,e_HR
0,J175024.4-290216,CX1   ,267.60183,0.03,-29.03789,0.01,3391,8709,8.99,1,0.955934499753,0.0,0.0
1,J173728.3-290802,CX2   ,264.36831,0.06,-29.13389,0.08,2191,8691,7.63,2,0.905434021792,0.0,0.0
2,J174042.8-281808,CX3   ,265.17839,0.05,-28.30222,0.03,1850,8687,5.54,4,0.846351444624,0.0,0.0
3,J173931.2-290952,CX4   ,264.88009,0.1,-29.16468,0.07,238,8679,5.63,1,0.910115799126,-0.78,0.09
4,J174009.1-284725,CX5   ,265.03806,0.06,-28.79045,0.05,157,8677,3.41,1,0.849594472568,0.5,0.1
5,J174445.7-271344,CX6   ,266.19075,0.07,-27.22902,0.05,153,8647,3.2,1,0.846351444624,-0.25,0.09
6,J173826.1-290149,CX7   ,264.6091,0.16,-29.03039,0.15,150,8690,6.65,2,0.995746337085,-0.89,0.12
7,J173508.2-292957,CX8   ,263.78449,0.12,-29.49943,0.07,138,9997,4.78,1,0.891914103385,-0.39,0.1
8,J173508.3-292328,CX9   ,263.78498,0.14,-29.39122,0.14,134,9996,5.95,1,1.03875443095,-0.64,0.12
9,J173629.0-291028,CX10  ,264.121,0.32,-29.17466,0.18,122,9995,8.34,3,1.52755057783,-0.76,0.16
10,J174151.2-270223,CX11  ,265.46374,0.52,-27.03986,0.37,102,9981,10.08,2,2.38870483062,0.64,0.24
11,J174347.2-314025,CX12  ,265.94682,0.05,-31.67367,0.04,100,8752,0.76,1,0.824324431166,-0.58,0.13
12,J175029.1-290002,CX13  ,267.62138,0.31,-29.00065,0.38,98,8709,9.98,1,2.36987568615,0.68,0.36
13,J174623.6-313500,CX14  ,266.59864,0.13,-31.58357,0.14,93,8772,5.46,2,1.06461766274,-0.75,0.18
14,J174646.1-255217,CX15  ,266.69239,0.26,-25.87152,0.33,79,8664,7.58,2,1.54460699462,0.17,0.13
15,J175545.8-275814,CX16  ,268.94095,0.2,-27.97056,0.2,79,8738,6.97,1,1.37761052835,-0.25,0.13
16,J175253.0-292209,CX17  ,268.22092,0.15,-29.36919,0.11,77,8731,5.31,1,1.08457861302,-0.18,0.13
17,J173935.7-272935,CX18  ,264.89905,0.25,-27.49331,0.17,68,10003,6.13,2,1.25869407237,-0.2,0.14
18,J174954.5-294335,CX19  ,267.47736,0.34,-29.72651,0.23,66,8742,6.96,3,1.46843820701,0.89,0.39
19,J173859.6-282449,CX20  ,264.74868,0.24,-28.41365,0.22,61,8698,6.3,2,1.33727737131,0.12,0.14
20,J174133.7-284033,CX21  ,265.39065,0.47,-28.67604,0.29,60,9564,8.32,1,2.00723958904,-0.38,0.16
21,J174554.0-311503,CX22  ,266.47506,0.07,-31.25095,0.07,57,8761,2.77,1,0.914882925744,-0.69,0.18
22,J174231.5-274349,CX23  ,265.6315,0.3,-27.73032,0.3,51,8644,6.4,3,1.44340249682,0.39,0.17
23,J174849.5-300109,CX24  ,267.20629,0.39,-30.01942,0.24,49,8744,8.17,3,2.10853284722,-0.63,0.19
24,J174502.7-315934,CX25  ,266.26158,0.29,-31.99305,0.28,48,8774,7.21,1,1.72751577933,-0.89,0.22
25,J174533.2-305856,CX26  ,266.38859,0.33,-30.98227,0.46,48,8748,8.43,2,2.25732380659,-0.94,0.27
26,J173652.8-284841,CX27  ,264.22011,0.23,-28.81154,0.25,47,9993,6.39,2,1.48523088031,-0.72,0.2
27,J173946.9-271809,CX28  ,264.94577,0.19,-27.30264,0.15,46,10004,4.17,1,1.06461766274,0.5,0.19
28,J175341.9-280353,CX29  ,268.42462,0.2,-28.06482,0.13,46,8714,4.19,1,1.07121929026,-0.14,0.17
29,J174920.6-301831,CX30  ,267.33592,0.17,-30.30884,0.4,45,8766,6.97,2,1.69219111445,0.62,0.3
30,J173803.5-290706,CX31  ,264.51464,0.07,-29.11835,0.06,44,8691,0.37,1,0.843214544359,-0.71,0.2
31,J174104.9-281503,CX32  ,265.27046,0.15,-28.25095,0.14,42,8201,4.47,2,1.13287720774,-0.91,0.24
32,J174835.5-295728,CX33  ,267.14808,0.15,-29.95799,0.19,42,8743,5.19,1,1.251003904,-0.1,0.18
33,J174718.2-304110,CX34  ,266.82595,0.2,-30.68628,0.26,40,8758,5.0,2,1.23572277142,0.66,0.21
34,J174656.0-303259,CX35  ,266.73338,0.16,-30.54986,0.16,39,8746,4.71,1,1.19071859304,0.41,0.19
35,J173753.9-282359,CX36  ,264.47475,0.5,-28.39982,0.28,37,9992,7.78,2,2.18273011795,-0.35,0.25
36,J173729.1-292804,CX37  ,264.37155,0.33,-29.46795,0.42,37,8681,7.29,1,1.95238591672,0.9,0.24
37,J175532.1-275131,CX38  ,268.88381,0.43,-27.85865,0.27,36,8727,6.16,2,1.56173325758,0.16,0.2
38,J174140.0-271738,CX39  ,265.41671,0.5,-27.29399,0.27,36,9981,7.47,2,2.05317090565,-0.35,0.25
39,J174404.3-260925,CX40  ,266.01795,0.1,-26.1571,0.09,35,9986,2.39,1,0.945204087919,0.37,0.2
40,J173648.6-294546,CX41  ,264.20267,0.42,-29.76289,0.27,34,8694,6.89,2,1.85264966138,0.35,0.2
41,J175540.7-271417,CX42  ,268.91976,0.27,-27.2382,0.26,33,8718,5.47,2,1.41855939876,-0.5,0.21
42,J173545.5-302900,CX43  ,263.93972,0.74,-30.48333,0.45,33,8686,9.0,1,3.06675900061,0.8,0.27
43,J175542.8-281809,CX44  ,268.92858,0.41,-28.30256,0.23,32,8736,7.13,1,1.99807676725,-0.19,0.19
44,J173538.5-285251,CX45  ,263.91052,0.14,-28.88111,0.08,32,10018,2.87,1,1.00170393222,0.66,0.24
45,J175316.4-283812,CX46  ,268.3187,0.48,-28.63673,0.3,31,8723,6.63,2,1.81667574647,-0.66,0.24
46,J174132.9-271608,CX47  ,265.38723,0.16,-27.26899,0.17,31,9981,5.52,1,1.46007217898,-0.4,0.21
47,J173557.9-301022,CX48  ,263.99125,0.17,-30.17299,0.22,30,8684,4.87,1,1.31339665289,0.37,0.22
48,J173146.8-300309,CX49  ,262.94521,0.1,-30.05255,0.12,30,10024,2.63,1,0.989853912362,0.26,0.21
49,J174432.6-264021,CX50  ,266.13601,0.29,-26.67253,0.43,29,8660,7.4,2,2.21997990257,0.13,0.21
50,J174000.7-274859,CX51  ,265.00298,0.19,-27.8165,0.11,29,9978,4.12,1,1.1833472727,0.1,0.21
51,J174423.5-311636,CX52  ,266.09819,0.3,-31.27687,0.45,29,8750,6.69,1,1.89784371533,0.83,0.26
52,J174448.8-263523,CX53  ,266.20345,0.15,-26.58977,0.2,29,8661,4.78,2,1.31339665289,-0.98,0.24
53,J174018.5-270710,CX54  ,265.07728,0.13,-27.11966,0.18,29,10005,3.44,1,1.08457861302,0.17,0.21
54,J173205.3-300335,CX55  ,263.02243,0.13,-30.05997,0.09,29,10024,2.04,1,0.945204087919,-0.9,0.29
55,J175000.3-292411,CX56  ,267.50143,0.35,-29.4032,0.58,28,7166,8.17,2,2.70181619801,-0.51,0.5
56,J174443.1-260608,CX57  ,266.17973,0.94,-26.10238,0.56,28,9986,8.85,2,3.1827363648,-0.22,0.26
57,J173837.2-275947,CX58  ,264.65525,0.4,-27.9965,0.2,27,10001,6.32,1,1.79875255881,-0.65,0.26
58,J174500.5-261228,CX59  ,266.25222,0.14,-26.20791,0.13,27,8673,3.03,1,1.05157537429,-0.16,0.23
59,J175424.3-284914,CX60  ,268.60147,0.26,-28.82079,0.16,27,8734,6.2,1,1.75414103419,-0.24,0.22
60,J173808.8-292216,CX61  ,264.53685,0.16,-29.37133,0.3,27,8680,5.76,1,1.60483979506,0.38,0.2
61,J173918.4-282339,CX62  ,264.82684,0.16,-28.39422,0.1,26,8698,4.03,2,1.20557487027,0.36,0.24
62,J173411.3-293117,CX63  ,263.54719,0.38,-29.52156,0.34,26,10021,6.56,2,1.92507422398,0.16,0.23
63,J173802.7-283126,CX64  ,264.51145,0.26,-28.52405,0.21,25,9992,5.33,1,1.51904929736,0.22,0.23
64,J175135.2-284345,CX65  ,267.8968,0.18,-28.7292,0.25,24,8711,5.58,1,1.62219319682,-0.73,0.27
65,J174729.3-260649,CX66  ,266.87229,0.27,-26.11385,0.21,24,8652,5.88,1,1.7186654031,-0.88,0.31
66,J174534.4-261856,CX67  ,266.3937,0.75,-26.31567,0.48,24,8673,8.77,1,3.35723260556,-1.12,1.4
67,J173204.6-295219,CX68  ,263.0193,0.34,-29.87218,0.38,24,10023,6.04,1,1.78087359681,-0.54,0.27
68,J174811.5-305940,CX69  ,267.04824,0.26,-30.99445,0.15,24,8769,5.83,2,1.7010028712,0.17,0.22
69,J173535.1-295942,CX70  ,263.89638,0.91,-29.99521,0.69,24,8696,8.67,2,3.26990990209,0.63,0.29
70,J173949.2-275420,CX71  ,264.95527,0.93,-27.90574,0.65,24,9977,9.03,2,3.58099298628,-0.42,0.33
71,J174820.3-302836,CX72  ,267.08497,0.11,-30.47669,0.1,23,8757,1.56,1,0.945204087919,-1.02,0.34
72,J174447.5-270101,CX73  ,266.19797,0.14,-27.01704,0.21,23,8648,4.5,1,1.34529207528,0.22,0.25
73,J174454.3-255839,CX74  ,266.22625,0.14,-25.97761,0.11,23,9987,2.5,1,1.02616312924,-0.48,0.27
74,J174314.5-274836,CX75  ,265.8108,0.25,-27.81026,0.17,23,8644,4.47,1,1.33727737131,0.33,0.25
75,J173854.9-274028,CX76  ,264.72877,0.43,-27.67448,0.4,23,10002,6.03,1,1.80770870657,0.58,0.29
76,J173638.3-285945,CX77  ,264.15961,0.68,-28.99589,0.64,23,8702,8.58,1,3.26990990209,-1.71,2.27
77,J173354.1-292137,CX78  ,263.47552,0.32,-29.36031,0.44,23,10020,6.45,2,1.97977543368,0.2,0.24
78,J175648.5-270020,CX79  ,269.20231,1.21,-27.00559,0.64,23,8719,10.06,1,4.74824291373,0.76,0.33
79,J174809.3-260114,CX80  ,267.03891,0.25,-26.02066,0.16,22,8653,4.61,1,1.39391921137,-0.4,0.25
80,J174426.3-271925,CX81  ,266.10976,0.48,-27.32377,0.43,22,8646,7.05,2,2.30412906926,-0.5,0.27
81,J175709.5-272532,CX82  ,269.28983,0.66,-27.42573,0.28,22,8730,7.57,2,2.60649396083,-0.74,0.34
82,J174523.3-313049,CX83  ,266.34747,0.1,-31.51366,0.12,22,8762,1.41,1,0.939952534875,0.86,0.32
83,J173812.8-290612,CX84  ,264.55349,0.14,-29.10342,0.14,22,8691,2.45,1,1.02616312924,-0.27,0.25
84,J174430.8-255734,CX85  ,266.12834,0.14,-25.95956,0.18,22,9987,3.4,1,1.15425766959,-0.27,0.25
85,J175122.9-290102,CX86  ,267.84577,0.75,-29.01742,0.57,21,8709,9.4,2,4.18754233027,0.39,0.27
86,J173648.1-293639,CX87  ,264.20073,0.27,-29.61099,0.16,21,8693,5.72,2,1.75414103419,0.31,0.25
87,J173308.0-293752,CX88  ,263.28342,0.19,-29.63137,0.17,21,10022,3.23,1,1.13996086241,-0.74,0.32
88,J173624.2-284532,CX89  ,264.10108,0.57,-28.75905,0.1,21,10017,6.04,1,1.87973688792,-0.39,0.28
89,J174530.4-255529,CX90  ,266.37682,0.74,-25.92483,0.48,20,9988,8.71,2,3.60048757362,0.0,0.0
90,J175610.9-271426,CX91  ,269.04547,0.6,-27.24077,0.44,20,8719,7.01,2,2.37928786989,0.0,0.0
91,J175023.1-293523,CX92  ,267.59628,0.18,-29.58976,0.12,20,7167,2.36,2,1.03875443095,0.0,0.0
92,J174444.7-260330,CX93  ,266.18663,0.13,-26.05843,0.13,20,9987,4.15,2,1.3292895726,0.0,0.0
93,J175004.4-300824,CX94  ,267.51838,0.15,-30.14021,0.2,19,8765,5.32,1,1.67460764593,0.0,0.0
94,J173421.5-300941,CX95  ,263.58961,0.19,-30.16155,0.16,19,8707,5.1,2,1.60483979506,0.0,0.0
95,J174657.4-304807,CX96  ,266.73946,0.26,-30.80203,0.16,19,8759,5.91,2,1.89784371533,0.0,0.0
96,J173801.5-282522,CX97  ,264.50651,0.4,-28.42301,0.35,19,9991,6.66,2,2.24797926321,0.0,0.0
97,J173900.0-284853,CX98  ,264.75004,0.71,-28.81486,0.49,19,8690,8.37,2,3.38637132752,0.0,0.0
98,J174037.5-273721,CX99  ,265.15653,0.26,-27.62266,0.14,19,9979,4.86,1,1.53606990981,0.0,0.0
99,J174015.6-270444,CX100 ,265.06501,0.2,-27.07903,0.22,19,10005,5.96,1,1.91598819616,0.0,0.0
100,J173353.1-300131,CX101 ,263.47161,0.15,-30.02536,0.2,19,8707,5.15,2,1.62219319682,0.0,0.0
101,J175321.2-283159,CX102 ,268.33864,0.13,-28.53313,0.13,19,8724,3.31,1,1.1833472727,0.0,0.0
102,J175156.0-292311,CX103 ,267.98355,0.52,-29.38658,0.46,19,8731,7.88,3,2.99925170131,0.0,0.0
103,J175733.3-272306,CX104 ,269.38916,0.23,-27.38509,0.3,18,8741,5.2,1,1.67460764593,0.0,0.0
104,J174633.2-312213,CX105 ,266.63861,0.97,-31.3703,0.39,18,8761,8.54,3,3.62973976585,0.0,0.0
105,J175434.4-284148,CX106 ,268.64357,0.51,-28.69683,0.3,18,8734,6.44,1,2.18273011795,0.0,0.0
106,J174615.7-310052,CX107 ,266.56543,0.54,-31.01459,0.36,18,8748,7.98,1,3.15371380563,0.0,0.0
107,J173923.7-274659,CX108 ,264.84899,0.21,-27.78331,0.19,18,9978,4.98,2,1.59618631989,0.0,0.0
108,J174410.3-271251,CX109 ,266.04315,0.22,-27.2143,0.23,17,8647,5.4,1,1.78087359681,0.0,0.0
109,J173503.2-292430,CX110 ,263.76334,0.46,-29.4085,0.35,17,9997,6.6,1,2.32288845359,0.0,0.0
110,J174216.9-270711,CX111 ,265.57067,0.16,-27.11986,0.21,17,8668,4.82,1,1.58754866628,0.0,0.0
111,J175453.1-281714,CX112 ,268.7216,0.26,-28.28726,0.32,17,8736,5.0,1,1.63960689429,0.0,0.0
112,J174721.2-310433,CX113 ,266.83834,0.16,-31.07586,0.22,17,8770,3.94,1,1.34529207528,0.0,0.0
113,J174141.7-283324,CX114 ,265.424,0.78,-28.55673,0.3,17,9564,7.29,2,2.74003846101,0.0,0.0
114,J173940.8-285111,CX115 ,264.92014,0.23,-28.85326,0.31,17,8678,4.92,1,1.61350883723,0.0,0.0
115,J175427.1-282530,CX116 ,268.61327,0.52,-28.42504,0.33,17,8725,6.77,1,2.41698381621,0.0,0.0
116,J174041.7-273803,CX117 ,265.17376,0.33,-27.63435,0.19,17,9979,6.01,2,2.03477536053,0.0,0.0
117,J173850.2-284808,CX118 ,264.70934,0.35,-28.80236,0.29,17,8689,6.38,1,2.21065844667,0.0,0.0
118,J174914.5-300551,CX119 ,267.31066,0.09,-30.0976,0.11,17,8755,1.57,1,0.989853912362,0.0,0.0
119,J174141.2-283618,CX120 ,265.42189,0.67,-28.60505,0.34,17,9564,7.4,1,2.81663110254,0.0,0.0
120,J173847.5-290034,CX121 ,264.69826,0.24,-29.00971,0.25,17,8690,5.41,1,1.78087359681,0.0,0.0
121,J173837.1-284544,CX122 ,264.65483,0.35,-28.76235,0.44,17,8689,7.78,1,3.08606720079,0.0,0.0
122,J175414.5-282150,CX123 ,268.5608,0.09,-28.36395,0.15,16,8725,2.18,1,1.06461766274,0.0,0.0
123,J175007.0-300154,CX124 ,267.52941,1.03,-30.0317,0.83,16,8754,8.66,3,3.95225388453,0.0,0.0
124,J173458.5-301004,CX125 ,263.74397,0.17,-30.16801,0.17,16,8696,4.38,1,1.48523088031,0.0,0.0
125,J173908.3-282041,CX126 ,264.78483,0.12,-28.34492,0.1,16,8698,2.0,1,1.04513672207,0.0,0.0
